obs,tiempo,infiel,valmat,edad,anoscas,hijos,relig,educ,ocmujer,ochombre
1789,0.1521739,1,3,42,23,5.5,2,20,4,3
1790,0.7272727,1,1,37,16.5,2,3,14,3,5
1791,3.2666645,1,4,22,6,2,2,12,3,5
1792,0.8521735,1,4,42,23,2,3,20,4,4
1793,3.1999998,1,3,22,2.5,0,2,14,3,3
1794,1.333333,1,4,27,9,0,3,17,5,6
1795,11.1999998,1,5,27,2.5,0,2,16,3,2
1796,0.3888888,1,5,27,9,2,3,14,3,3
1797,2,1,2,27,6,1,1,16,4,5
1798,0.5217391,1,3,42,23,2,2,14,3,5
1799,1.3611107,1,4,27,9,2,3,12,3,5
1800,0.3478261,1,3,37,23,5.5,2,12,2,5
1801,3.2666645,1,4,27,6,1,2,14,3,4
1802,4.7999992,1,3,27,2.5,0,3,12,3,5
1803,4.8999996,1,1,27,2.5,0,2,14,3,2
1804,2,1,3,27,6,1,3,16,5,4
1805,3.2666645,1,4,27,6,2,3,16,4,2
1806,1.5076914,1,4,27,13,3,4,14,2,4
1807,4.666666,1,3,27,9,2,3,16,4,5
1808,0.9423077,1,5,27,13,3,2,14,5,4
1809,7,1,5,22,6,1,3,12,4,2
1810,0.7272727,1,1,32,16.5,2,3,16,4,4
1811,0.8521735,1,1,42,23,3,3,20,4,4
1812,3.1999998,1,3,27,2.5,0,1,16,5,5
1813,0.0434783,1,5,42,23,5.5,3,14,4,5
1814,3.2666645,1,3,22,6,1,1,16,3,4
1815,1.3999996,1,1,22,2.5,0,1,12,3,2
1816,11.1999998,1,2,22,2.5,1,2,14,3,4
1817,1.3999996,1,5,27,2.5,0,1,17,4,4
1818,3.2666645,1,2,27,6,1,3,12,3,6
1819,0.3888888,1,3,37,9,2,1,17,4,3
1820,1.826086,1,3,42,23,2,3,12,3,3
1821,1.1878777,1,4,37,16.5,4,3,17,4,2
1822,0.2692307,1,4,32,13,2,2,14,5,5
1823,1.333333,1,5,27,9,2,3,14,4,4
1824,0.0606061,1,5,42,16.5,4,3,16,5,4
1825,1.5076914,1,1,37,13,1,4,16,3,5
1826,0.3888888,1,5,32,9,3,2,16,4,5
1827,25.5999908,1,3,22,2.5,0,2,12,3,3
1828,0.4,1,3,27,2.5,0,4,14,5,6
1829,1.3999996,1,3,22,2.5,0,2,12,3,5
1830,0.7272727,1,2,32,16.5,2,1,16,6,6
1831,0.8888888,1,4,32,9,1,3,14,3,5
1832,1.1878777,1,2,42,16.5,2,3,12,3,3
1833,4.0727262,1,4,37,16.5,3,2,12,5,2
1834,0.2121212,1,2,37,16.5,3,2,12,3,5
1835,1.3999996,1,4,22,2.5,1,3,12,3,4
1836,0.7272727,1,3,32,16.5,3,1,12,5,4
1837,2.1777763,1,3,32,9,1,1,14,2,4
1838,0.8521735,1,1,42,23,3,2,14,3,5
1839,7.8399963,1,5,22,2.5,0,1,14,3,2
1840,0.1521739,1,3,42,23,4,1,14,3,5
1841,3.1111107,1,4,27,9,2,2,12,1,5
1842,3.1111107,1,4,27,9,1,3,14,3,5
1843,1.3999996,1,4,22,2.5,0,1,16,4,4
1844,0.2121212,1,4,37,16.5,5.5,3,12,2,4
1845,1.333333,1,3,22,6,2,1,12,3,4
1846,0.2121212,1,1,42,16.5,5.5,2,12,2,5
1847,2.1777763,1,3,32,9,2,4,17,4,2
1848,0.9423077,1,4,32,13,2,2,12,3,5
1849,1.1878777,1,3,37,16.5,2,2,16,4,5
1850,0.7272727,1,3,37,16.5,3,3,17,4,6
1851,1.5076914,1,4,32,13,2,2,14,5,4
1852,1.217391,1,3,42,23,3,1,14,4,4
1853,2.545454,1,1,32,16.5,2,3,14,4,2
1854,0.8521735,1,1,42,23,2,3,12,3,4
1855,0.5833333,1,5,37,6,2,3,17,4,4
1856,16.7999878,1,5,22,2.5,0,3,16,3,5
1857,0.7272727,1,3,32,16.5,2,1,12,3,4
1858,0.5833333,1,1,27,6,2,2,12,2,2
1859,0.8521735,1,3,42,23,4,2,12,3,5
1860,2.041666,1,5,27,6,2,1,14,4,4
1861,3.2666645,1,4,27,6,2,2,12,3,2
1862,3.1999998,1,4,22,2.5,0,1,16,3,4
1863,1.3611107,1,4,27,9,0,2,12,3,4
1864,2,1,4,22,6,0,1,14,5,6
1865,0.7272727,1,3,42,16.5,2,1,14,3,6
1866,1.696969,1,3,32,16.5,4,1,12,3,4
1867,7.8399963,1,1,22,2.5,1,1,12,3,4
1868,2.545454,1,4,37,16.5,3,2,12,3,5
1869,3.2666645,1,3,22,6,3,2,14,3,2
1870,7.8399963,1,5,22,2.5,0,2,12,3,5
1871,4.8999996,1,2,22,2.5,0,3,14,3,3
1872,1.3999996,1,3,22,2.5,0,3,16,4,4
1873,39.1999817,1,3,22,0.5,0,1,14,3,2
1874,0.4,1,4,22,2.5,0,3,14,3,4
1875,1.3611107,1,4,27,9,2,2,14,4,2
1876,1.1878777,1,5,37,16.5,2,3,14,3,5
1877,0.9423077,1,4,32,13,1,3,14,4,5
1878,0.2692307,1,3,32,13,4,3,12,5,4
1879,2.041666,1,3,27,6,3,3,14,3,5
1880,0.9230769,1,4,32,13,2,2,14,3,4
1881,0.8521735,1,2,42,23,2,2,14,5,5
1882,0.7272727,1,4,37,16.5,2,3,12,4,4
1883,4.8999996,1,5,27,2.5,1,3,12,4,5
1884,0.4,1,3,22,2.5,1,1,12,2,2
1885,0.5833333,1,2,27,6,2,2,14,4,4
1886,0.8521735,1,3,42,23,3,2,14,3,3
1887,7.8399963,1,2,22,2.5,1,2,14,2,2
1888,7,1,5,22,6,1,2,17,4,2
1889,0.6153846,1,5,32,13,2,2,14,2,2
1890,0.7272727,1,1,32,16.5,2,2,17,4,2
1891,0.2121212,1,2,32,16.5,3,2,14,4,5
1892,0.7424242,1,3,37,16.5,2,3,14,5,2
1893,0.8521735,1,4,42,23,5.5,1,12,3,5
1894,0.5217391,1,4,42,23,3,4,14,3,4
1895,1.333333,1,4,27,6,0,2,16,4,4
1896,1.3999996,1,4,27,2.5,2,2,16,4,5
1897,0.3888888,1,3,27,9,1,2,12,2,2
1898,2,1,4,27,6,2,3,14,4,4
1899,0.3888888,1,4,27,9,2,2,12,4,5
1900,2,1,2,27,6,0,3,14,3,6
1901,1.3611107,1,4,27,9,2,3,16,4,6
1902,0.4,1,4,22,2.5,1,3,14,5,1
1903,7.8399963,1,2,27,2.5,1,1,14,5,4
1904,0.2121212,1,4,37,16.5,3,3,14,3,4
1905,0.9230769,1,5,32,13,2,1,14,3,6
1906,1.3611107,1,2,27,9,0,2,17,4,5
1907,0.7272727,1,4,32,16.5,3,3,12,3,3
1908,1.217391,1,5,42,23,3,3,12,3,5
1909,0.7424242,1,1,37,16.5,1,3,12,2,3
1910,4.8999996,1,5,27,2.5,0,2,14,2,4
1911,0.7424242,1,4,37,16.5,1,3,14,3,6
1912,1.5076914,1,5,32,13,1,1,20,2,6
1913,0.5833333,1,5,27,6,2,2,14,4,5
1914,7.8399963,1,4,27,2.5,0,1,20,6,1
1915,0.3478261,1,4,42,23,4,3,12,2,3
1916,2.1777763,1,3,27,9,1,3,17,5,5
1917,3.1999998,1,3,22,2.5,1,2,12,2,2
1918,2.041666,1,4,27,6,0,2,14,3,6
1919,3.4461536,1,4,32,13,2,1,12,3,5
1920,0.1111111,1,2,32,9,1,2,16,3,3
1921,2.041666,1,2,27,6,1,1,14,4,6
1922,1.3999996,1,3,22,2.5,1,1,14,2,2
1923,2,1,5,22,0.5,0,1,12,3,4
1924,7.8399963,1,5,22,2.5,0,2,20,4,1
1925,0.5833333,1,5,22,6,0,3,14,3,2
1926,0.1521739,1,5,42,23,2,3,17,4,2
1927,4.7999992,1,1,22,2.5,1,2,14,3,2
1928,3.2666645,1,3,27,6,1,2,12,3,4
1929,2,1,3,22,6,0,3,14,5,4
1930,2.1777763,1,4,27,9,2,2,16,4,4
1931,0.1666666,1,3,22,6,1,2,9,2,2
1932,0.2121212,1,4,32,16.5,3,2,16,5,5
1933,0.4848484,1,5,37,16.5,1,3,14,3,2
1934,0.8888888,1,2,27,9,2,3,14,2,2
1935,0.2692307,1,4,32,13,0,2,14,3,5
1936,0.8521735,1,4,37,23,5.5,3,14,4,5
1937,0.2692307,1,4,27,13,2,3,12,3,5
1938,1.3611107,1,3,27,9,1,1,16,3,6
1939,0.2692307,1,3,32,13,3,2,14,3,4
1940,1.3611107,1,2,27,9,1,3,14,3,5
1941,1.333333,1,3,22,6,2,2,12,3,2
1942,0.0606061,1,3,32,16.5,2,2,12,3,5
1943,2.9217386,1,3,42,23,2,3,12,2,3
1944,2.041666,1,4,27,6,1,3,14,3,3
1945,1.5076914,1,2,27,13,2,1,12,4,5
1946,0.1521739,1,3,42,23,3,2,12,3,4
1947,0.5217391,1,2,42,23,4,2,12,5,5
1948,0.1521739,1,5,42,23,4,4,14,3,2
1949,7,1,4,27,6,1,1,12,5,6
1950,0.5326087,1,3,42,23,1,2,14,5,6
1951,0.9423077,1,1,32,13,0,3,14,3,5
1952,0.9230769,1,5,32,13,2,3,14,4,2
1953,2.041666,1,3,27,6,0,1,16,3,2
1954,1.333333,1,3,27,9,2,3,14,5,5
1955,0.5833333,1,3,27,6,1,3,16,4,5
1956,1.3999996,1,4,22,2.5,0,1,12,3,2
1957,0.8521735,1,2,42,23,2,3,12,5,5
1958,3.1999998,1,4,22,2.5,0,3,14,5,4
1959,0.3888888,1,4,27,9,2,2,20,4,6
1960,1.3999996,1,2,27,2.5,1,2,14,2,4
1961,4.173913,1,4,37,23,4,3,14,3,3
1962,1.333333,1,3,27,9,1,2,14,3,4
1963,1.3999996,1,5,22,2.5,0,2,12,3,2
1964,0.1666666,1,4,27,6,1,2,12,3,4
1965,0.9230769,1,5,32,13,1,3,14,5,5
1966,0.2692307,1,5,32,13,1,2,12,3,4
1967,4.7999992,1,4,27,2.5,0,3,14,5,4
1968,0.1111111,1,4,27,9,1,3,14,3,5
1969,0.9423077,1,5,32,13,2,2,12,5,3
1970,0.4,1,4,27,2.5,0,3,12,3,3
1971,0.2692307,1,3,32,13,2,2,14,3,3
1972,0.5833333,1,4,27,6,1,3,12,3,4
1973,0.5217391,1,5,37,23,4,3,16,5,5
1974,2.1777763,1,4,27,9,2,2,12,5,5
1975,2.545454,1,2,42,16.5,3,3,16,3,5
1976,2.041666,1,4,27,6,0,2,14,3,5
1977,0.4,1,3,22,2.5,1,3,12,5,5
1978,1.5076914,1,4,32,13,2,2,14,3,5
1979,3.2666645,1,3,27,6,1,2,14,3,4
1980,0.6153846,1,3,27,13,1,1,12,3,3
1981,2.041666,1,3,27,6,0,1,16,6,6
1982,1.1878777,1,3,32,16.5,3,2,14,3,4
1983,0.8521735,1,5,42,23,3,3,14,3,4
1984,0.5833333,1,4,22,6,0,3,12,3,5
1985,0.2121212,1,4,32,16.5,2,3,12,3,4
1986,0.2121212,1,1,37,16.5,3,2,14,4,4
1987,4.8999996,1,3,22,2.5,0,3,16,3,4
1988,3.2666645,1,3,27,6,0,3,17,5,5
1989,0.0606061,1,3,37,16.5,2,3,16,5,3
1990,0.9423077,1,2,32,13,3,2,12,3,2
1991,0.1521739,1,4,37,23,2,3,14,5,2
1992,1.3611107,1,4,27,9,2,4,17,4,4
1993,0.1111111,1,4,27,9,1,2,14,3,5
1994,2.545454,1,2,42,16.5,5.5,2,16,3,5
1995,4.0727262,1,4,32,16.5,3,4,14,3,4
1996,2,1,4,27,6,1,3,14,3,2
1997,1.9478254,1,4,42,23,3,2,12,3,4
1998,1.696969,1,5,32,16.5,3,2,12,3,5
1999,0.0606061,1,5,32,16.5,3,1,14,2,4
2000,0.7272727,1,4,37,16.5,2,2,14,3,2
2001,2,1,2,22,6,2,3,12,3,4
2002,0.0606061,1,4,32,16.5,3,4,14,3,3
2003,0.1521739,1,2,37,23,3,3,12,3,2
2004,0.5833333,1,5,27,6,2,2,12,4,4
2005,0.0606061,1,5,32,16.5,2,2,17,4,3
2006,1.1878777,1,3,32,16.5,2,2,12,4,4
2007,0.8888888,1,4,27,9,2,3,12,3,4
2008,1.696969,1,4,32,16.5,1,3,14,5,2
2009,2.1777763,1,4,27,9,2,2,16,4,5
2010,0.4,1,4,22,2.5,0,1,16,3,2
2011,0.8521735,1,3,37,23,4,2,14,3,5
2012,0.9423077,1,5,27,13,2,2,12,2,5
2013,0.7272727,1,5,32,16.5,4,3,14,3,4
2014,0.2121212,1,2,37,16.5,3,2,14,5,3
2015,0.5833333,1,5,32,6,1,3,14,3,5
2016,4.8999996,1,3,22,2.5,0,2,16,3,3
2017,4.7999992,1,5,22,2.5,0,3,16,3,2
2018,1.5076914,1,2,32,13,1,2,12,3,2
2019,1.5076914,1,3,42,13,0,3,17,5,2
2020,7.8399963,1,3,22,2.5,0,1,16,3,5
2021,1.217391,1,3,42,23,3,2,17,4,4
2022,4.9230766,1,2,27,13,2,1,14,3,5
2023,1.3999996,1,4,22,2.5,1,1,14,3,1
2024,0.4,1,5,22,2.5,1,3,14,4,5
2025,0.1521739,1,4,42,23,1,3,14,3,2
2026,2.1777763,1,5,32,9,2,1,17,6,6
2027,2.545454,1,4,32,16.5,3,2,12,3,2
2028,1.3999996,1,3,27,2.5,1,3,14,3,6
2029,0.2121212,1,3,37,16.5,4,2,14,3,2
2030,0.7424242,1,3,32,16.5,3,3,14,3,5
2031,1.217391,1,3,32,23,3,3,14,3,2
2032,1.3999996,1,5,22,2.5,0,1,12,2,2
2033,4.0727262,1,3,32,16.5,3,2,12,5,5
2034,1.3999996,1,4,27,2.5,0,1,17,4,3
2035,3.2666645,1,3,27,6,0,2,20,6,6
2036,0.0769231,1,5,27,13,0,3,14,3,4
2037,0.2121212,1,5,37,16.5,3,4,14,5,5
2038,0.7272727,1,4,37,16.5,3,1,14,3,3
2039,3.2307692,1,5,32,13,1,3,14,5,2
2040,2,1,4,27,6,0,2,14,3,6
2041,24,1,3,27,0.5,0,1,14,3,3
2042,4.8999996,1,3,22,2.5,2,3,14,2,2
2043,0.1521739,1,4,37,23,4,4,12,3,3
2044,1.1878777,1,5,32,16.5,2,3,14,4,5
2045,0.9230769,1,5,32,13,3,3,14,3,6
2046,1.5076914,1,4,32,13,3,1,20,5,5
2047,0.5833333,1,3,27,6,0,1,12,3,4
2048,1.3999996,1,5,22,2.5,0,3,14,3,2
2049,1.217391,1,4,32,23,3,2,9,4,5
2050,0.5217391,1,3,37,23,2,2,12,5,4
2051,4.8999996,1,2,22,2.5,2,2,12,2,2
2052,1.5076914,1,4,32,13,0,3,14,3,5
2053,0.4,1,5,27,2.5,0,3,14,3,5
2054,0,0,4,32,9,2,3,14,2,4
2055,0,0,4,27,6,0,2,14,3,4
2056,0,0,4,22,2.5,0,2,14,3,2
2057,0,0,5,42,23,4,3,16,3,5
2058,0,0,5,27,2.5,1,3,20,2,2
2059,0,0,4,27,6,1,2,14,2,4
2060,0,0,4,42,23,5.5,2,12,3,2
2061,0,0,5,27,2.5,0,1,14,3,2
2062,0,0,5,32,13,2,3,14,3,5
2063,0,0,4,22,2.5,0,2,12,4,4
2064,0,0,5,22,2.5,0,3,12,3,2
2065,0,0,3,27,6,1,2,17,5,4
2066,0,0,3,27,2.5,0,2,16,3,5
2067,0,0,5,22,2.5,0,3,14,3,5
2068,0,0,5,22,2.5,0,1,17,4,2
2069,0,0,4,27,2.5,1,1,16,2,4
2070,0,0,5,27,2.5,0,2,16,5,4
2071,0,0,4,32,13,4,3,12,3,4
2072,0,0,5,17.5,0.5,0,4,16,3,4
2073,0,0,5,27,6,2,3,14,5,5
2074,0,0,5,22,6,2,2,17,4,2
2075,0,0,5,22,2.5,0,2,14,4,2
2076,0,0,3,27,9,0,2,16,5,2
2077,0,0,4,27,2.5,1,3,14,3,5
2078,0,0,5,22,2.5,0,1,12,3,4
2079,0,0,5,22,6,0,3,12,3,4
2080,0,0,5,27,6,2,3,12,3,3
2081,0,0,5,27,6,2,3,12,2,4
2082,0,0,4,27,2.5,0,1,12,3,2
2083,0,0,3,22,2.5,1,1,14,4,2
2084,0,0,4,22,2.5,0,1,14,3,2
2085,0,0,5,22,2.5,1,3,12,2,2
2086,0,0,5,27,6,1,4,14,5,6
2087,0,0,4,42,23,5.5,2,12,3,5
2088,0,0,5,27,9,2,3,14,3,4
2089,0,0,5,32,9,2,2,12,4,5
2090,0,0,4,22,2.5,0,3,16,4,6
2091,0,0,5,32,9,4,3,14,4,4
2092,0,0,5,27,2.5,0,2,16,2,4
2093,0,0,3,27,2.5,0,2,14,3,4
2094,0,0,4,27,9,0,2,12,4,4
2095,0,0,5,32,6,1,2,17,4,5
2096,0,0,4,22,2.5,0,3,12,3,4
2097,0,0,4,32,9,2,2,14,4,2
2098,0,0,4,22,2.5,0,2,16,4,5
2099,0,0,5,42,23,4,3,14,4,6
2100,0,0,4,27,2.5,2,3,14,4,3
2101,0,0,5,22,2.5,0,4,16,4,1
2102,0,0,5,17.5,0.5,0,2,14,4,5
2103,0,0,3,22,0.5,0,2,16,3,2
2104,0,0,5,22,0.5,0,3,16,4,2
2105,0,0,3,32,13,0,3,20,4,5
2106,0,0,4,27,2.5,0,4,16,4,6
2107,0,0,5,42,23,5.5,1,14,3,3
2108,0,0,4,37,16.5,3,3,16,3,5
2109,0,0,5,32,16.5,3,2,12,2,2
2110,0,0,4,32,9,2,2,14,4,3
2111,0,0,3,22,2.5,0,1,12,3,4
2112,0,0,4,37,2.5,0,3,12,3,4
2113,0,0,4,27,2.5,0,2,14,3,5
2114,0,0,5,32,9,2,1,14,3,5
2115,0,0,5,32,13,2,1,16,4,5
2116,0,0,5,37,16.5,3,3,16,5,4
2117,0,0,5,22,0.5,0,2,14,3,5
2118,0,0,5,42,16.5,2,3,17,4,4
2119,0,0,3,27,6,1,3,12,3,2
2120,0,0,5,22,2.5,0,2,16,4,4
2121,0,0,5,27,9,3,4,16,4,5
2122,0,0,5,42,23,1,4,17,4,5
2123,0,0,5,27,2.5,0,2,16,4,5
2124,0,0,5,42,23,1,3,14,3,2
2125,0,0,5,27,2.5,0,1,16,6,6
2126,0,0,5,27,2.5,1,2,14,3,4
2127,0,0,5,17.5,2.5,0,1,14,3,2
2128,0,0,5,22,6,0,1,12,2,3
2129,0,0,3,32,13,2,2,14,2,2
2130,0,0,5,27,2.5,0,1,17,4,5
2131,0,0,4,32,2.5,0,2,16,4,3
2132,0,0,5,22,2.5,1,1,12,3,3
2133,0,0,5,22,2.5,0,2,14,3,3
2134,0,0,5,42,16.5,3,2,12,3,4
2135,0,0,5,27,6,1,2,14,4,4
2136,0,0,5,32,9,2,3,16,4,4
2137,0,0,5,32,16.5,3,1,16,4,2
2138,0,0,4,27,2.5,0,3,14,3,5
2139,0,0,5,27,9,3,1,17,4,4
2140,0,0,4,27,2.5,0,3,14,4,5
2141,0,0,3,37,16.5,4,3,14,4,4
2142,0,0,5,22,2.5,0,2,17,5,5
2143,0,0,5,32,9,2,2,17,5,5
2144,0,0,5,22,2.5,1,1,12,3,4
2145,0,0,3,27,6,2,2,14,5,6
2146,0,0,5,22,2.5,0,2,14,3,4
2147,0,0,5,27,9,2,3,17,4,5
2148,0,0,4,27,2.5,0,2,14,3,3
2149,0,0,5,22,2.5,1,2,12,3,4
2150,0,0,4,27,2.5,0,3,12,2,5
2151,0,0,5,27,6,2,3,14,2,4
2152,0,0,5,22,2.5,2,1,14,4,3
2153,0,0,4,42,23,3,2,16,3,5
2154,0,0,4,32,6,0,3,12,3,4
2155,0,0,5,22,2.5,0,3,16,4,5
2156,0,0,5,22,2.5,0,3,16,3,4
2157,0,0,5,27,6,0,1,16,4,2
2158,0,0,4,42,23,3,2,9,5,5
2159,0,0,5,22,0.5,0,2,16,3,3
2160,0,0,3,22,2.5,0,2,16,5,5
2161,0,0,5,27,9,2,1,12,2,3
2162,0,0,5,32,16.5,2,1,12,2,5
2163,0,0,2,32,16.5,1,3,12,3,5
2164,0,0,3,22,2.5,0,2,14,3,4
2165,0,0,4,22,2.5,1,2,12,3,2
2166,0,0,4,27,6,0,2,12,3,2
2167,0,0,5,22,0.5,0,1,16,4,1
2168,0,0,5,27,2.5,0,3,16,3,5
2169,0,0,5,37,16.5,3,1,16,4,5
2170,0,0,4,42,23,3,4,12,3,4
2171,0,0,5,27,2.5,0,2,20,4,6
2172,0,0,4,32,6,2,2,16,4,5
2173,0,0,5,27,9,0,2,12,4,5
2174,0,0,4,32,6,1,3,12,6,6
2175,0,0,3,32,13,2,2,16,3,2
2176,0,0,4,37,16.5,4,2,12,3,2
2177,0,0,5,32,13,2,3,12,5,4
2178,0,0,3,22,2.5,2,1,12,3,2
2179,0,0,5,27,2.5,0,3,17,4,4
2180,0,0,5,22,2.5,0,3,12,3,5
2181,0,0,5,37,13,0,3,12,3,4
2182,0,0,5,22,2.5,0,1,12,3,4
2183,0,0,4,37,16.5,2,3,14,4,5
2184,0,0,5,37,16.5,2,3,14,3,4
2185,0,0,5,27,6,2,3,17,4,5
2186,0,0,1,22,2.5,1,2,17,2,2
2187,0,0,3,32,13,3,1,14,3,5
2188,0,0,4,27,2.5,1,3,12,3,5
2189,0,0,5,32,6,2,2,16,4,5
2190,0,0,5,22,2.5,0,1,12,3,5
2191,0,0,5,32,9,4,2,16,4,4
2192,0,0,4,22,2.5,0,1,14,3,1
2193,0,0,5,17.5,0.5,0,3,12,2,2
2194,0,0,5,27,0.5,0,1,17,4,5
2195,0,0,5,22,0.5,0,4,16,6,2
2196,0,0,5,27,6,0,1,12,3,5
2197,0,0,5,37,16.5,1,2,14,4,3
2198,0,0,3,42,16.5,3,3,14,3,4
2199,0,0,5,27,6,1,2,16,4,4
2200,0,0,5,42,23,2,3,17,5,4
2201,0,0,4,22,0.5,0,3,14,4,4
2202,0,0,2,37,16.5,3,2,14,3,4
2203,0,0,5,22,2.5,0,2,14,3,4
2204,0,0,5,27,2.5,0,1,16,4,4
2205,0,0,4,27,2.5,1,2,14,3,5
2206,0,0,3,42,13,0,3,16,4,6
2207,0,0,3,42,16.5,1,4,20,6,6
2208,0,0,4,42,23,4,3,14,3,5
2209,0,0,5,27,6,1,2,12,3,4
2210,0,0,5,37,23,5.5,3,12,2,5
2211,0,0,5,27,9,2,2,14,2,2
2212,0,0,4,27,13,4,2,12,3,2
2213,0,0,3,27,6,1,1,17,4,5
2214,0,0,5,32,9,2,3,12,4,4
2215,0,0,5,27,2.5,0,1,14,5,4
2216,0,0,4,27,9,2,3,16,4,4
2217,0,0,5,27,2.5,0,1,14,3,3
2218,0,0,4,42,23,4,3,12,3,2
2219,0,0,3,27,2.5,0,1,17,4,5
2220,0,0,4,27,6,1,2,12,3,2
2221,0,0,3,27,6,2,1,12,2,2
2222,0,0,3,42,9,1,2,14,5,4
2223,0,0,5,42,23,3,3,14,3,5
2224,0,0,4,22,6,2,1,12,3,6
2225,0,0,5,27,2.5,0,2,16,3,5
2226,0,0,4,27,9,2,3,12,2,5
2227,0,0,5,22,2.5,0,4,16,5,1
2228,0,0,5,27,6,2,3,16,3,5
2229,0,0,5,22,2.5,0,3,16,4,4
2230,0,0,5,22,0.5,0,2,12,2,2
2231,0,0,5,32,6,0,2,14,3,4
2232,0,0,5,42,23,4,2,16,5,5
2233,0,0,5,42,16.5,1,3,17,4,5
2234,0,0,5,27,16.5,4,2,12,3,4
2235,0,0,5,27,6,2,1,14,3,4
2236,0,0,5,37,23,3,2,14,3,6
2237,0,0,3,27,6,2,2,12,3,5
2238,0,0,5,32,6,0,1,16,5,5
2239,0,0,4,32,9,0,2,14,3,5
2240,0,0,4,27,9,5.5,1,12,4,3
2241,0,0,4,22,2.5,1,1,12,5,4
2242,0,0,4,22,6,1,2,12,2,2
2243,0,0,5,42,23,3,3,12,3,4
2244,0,0,4,32,6,2,3,14,4,4
2245,0,0,4,22,2.5,0,1,16,3,4
2246,0,0,4,42,23,2,3,14,3,5
2247,0,0,4,37,16.5,2,3,14,3,5
2248,0,0,5,27,2.5,0,3,14,3,4
2249,0,0,2,42,23,5.5,1,20,2,5
2250,0,0,4,27,2.5,1,2,14,5,5
2251,0,0,4,27,16.5,4,2,17,4,4
2252,0,0,4,22,2.5,0,1,14,3,4
2253,0,0,5,32,9,2,2,16,4,4
2254,0,0,4,22,2.5,0,3,14,4,5
2255,0,0,5,42,23,5.5,3,16,2,5
2256,0,0,5,27,2.5,0,4,14,3,5
2257,0,0,5,27,2.5,1,1,14,4,6
2258,0,0,4,22,0.5,0,3,16,5,1
2259,0,0,4,22,2.5,0,3,14,3,4
2260,0,0,5,22,0.5,0,1,16,3,6
2261,0,0,3,42,23,3,2,16,4,2
2262,0,0,5,27,2.5,1,2,12,3,2
2263,0,0,5,22,2.5,0,3,14,3,6
2264,0,0,4,27,6,2,3,16,4,4
2265,0,0,3,22,6,3,2,14,3,2
2266,0,0,4,22,2.5,0,4,12,3,2
2267,0,0,5,42,23,2,3,12,3,4
2268,0,0,4,27,2.5,0,2,16,4,5
2269,0,0,5,27,6,0,1,12,3,4
2270,0,0,5,22,0.5,0,2,14,2,4
2271,0,0,5,32,16.5,2,3,12,3,4
2272,0,0,4,27,2.5,0,2,12,3,5
2273,0,0,5,22,2.5,0,2,17,4,4
2274,0,0,5,32,9,2,2,16,4,5
2275,0,0,5,17.5,2.5,0,3,12,3,2
2276,0,0,4,22,2.5,0,3,12,3,2
2277,0,0,5,22,2.5,0,2,16,4,5
2278,0,0,5,32,9,2,3,17,4,2
2279,0,0,5,22,0.5,0,2,16,4,4
2280,0,0,5,37,16.5,3,4,14,4,2
2281,0,0,5,27,2.5,0,2,16,2,4
2282,0,0,5,37,13,3,3,20,4,4
2283,0,0,4,32,6,1,2,14,5,6
2284,0,0,5,27,6,0,1,12,5,5
2285,0,0,5,32,2.5,0,3,12,3,5
2286,0,0,5,32,16.5,2,3,12,3,3
2287,0,0,4,27,2.5,1,2,17,4,5
2288,0,0,4,27,6,1,3,17,4,4
2289,0,0,2,42,23,4,3,9,2,2
2290,0,0,4,22,2.5,0,2,14,5,4
2291,0,0,4,27,2.5,0,1,16,4,4
2292,0,0,5,27,6,0,2,12,3,4
2293,0,0,3,22,2.5,0,2,16,3,5
2294,0,0,4,22,2.5,0,2,12,3,5
2295,0,0,4,22,2.5,0,3,17,5,4
2296,0,0,5,42,23,5.5,4,12,3,5
2297,0,0,4,32,13,3,3,12,3,5
2298,0,0,5,22,2.5,0,3,14,3,5
2299,0,0,5,22,2.5,0,2,16,3,5
2300,0,0,4,27,2.5,1,2,16,4,5
2301,0,0,5,42,23,4,1,17,3,5
2302,0,0,4,32,13,3,3,12,3,5
2303,0,0,3,17.5,2.5,0,1,16,4,2
2304,0,0,4,42,23,3,3,16,4,2
2305,0,0,5,27,9,2,3,12,3,5
2306,0,0,5,22,2.5,1,3,14,3,4
2307,0,0,4,27,6,2,2,14,3,4
2308,0,0,5,32,9,0,3,17,4,5
2309,0,0,5,22,2.5,0,4,12,3,4
2310,0,0,5,37,16.5,3,3,12,3,5
2311,0,0,4,22,6,2,3,14,4,2
2312,0,0,5,27,2.5,0,4,16,4,2
2313,0,0,5,37,13,2,2,20,4,5
2314,0,0,5,27,13,2,2,16,4,4
2315,0,0,5,22,2.5,0,3,12,2,5
2316,0,0,4,22,6,1,2,12,3,5
2317,0,0,5,27,2.5,0,2,16,4,4
2318,0,0,3,22,2.5,1,2,12,2,5
2319,0,0,5,22,0.5,0,3,14,3,5
2320,0,0,5,17.5,2.5,0,1,14,3,4
2321,0,0,5,22,2.5,0,2,14,3,5
2322,0,0,4,22,0.5,0,3,12,2,5
2323,0,0,5,27,2.5,0,1,16,4,5
2324,0,0,4,22,2.5,0,3,12,3,3
2325,0,0,4,27,6,0,1,12,3,2
2326,0,0,5,22,2.5,2,1,14,3,4
2327,0,0,2,27,6,1,2,12,2,2
2328,0,0,5,22,0.5,0,2,16,4,5
