"","CODERESP","weight.coefficient","Country","Country.code","DURINT","Date.of.interview","CATI/CAWI","Language","A1","A2_01","A2_02","A2_03","A2_04","A2_05","A3","Q00A","Q00B","Q00C_1","Q01","Q02","Q03_1","Q04_1","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16B_1","Q16B_2","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q18MODE","Q18_01","Q18_02","Q18_03","Q18_04","Q18_05","Q18_06","Q18_07","Q18_08","Q18_09","Q18_10","Q18_11","Q18_12","Q18_13","Q18@_13","Q18B","Q18C","Q18D","Q18E_1","Q18E_2","Q18E_3","Q18E_4","Q18E_5","Q18E_6","Q18E_7","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q20_01","Q20_02","Q20_03","Q20_04","Q21","Q22","Q23","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25NEW","coderesp"
"1401",2392419,10293.5430212806,"Spain","ES",5.35,"2021-05-07","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",55,"46191","1","1",NA,"46163","2","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,2,2,2,-1,-1,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,4,4,4,2,4,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2392419
"1402",2392421,971.470619170585,"Spain","ES",4.73333333333333,"2021-05-07","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",24,"36315","3","-1",NA,NA,"7","1",5,5,"5","-1","4",3,0,2,0,1,1,2,1,2,2,1,99999997,99999997,2,2,-1,2,-1,-1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,1,1,1,4,4,4,2,2,4,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,1,2392421
"1403",2392423,1336.06549361735,"Spain","ES",8.28333333333333,"2021-05-07","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",51,"50002","4","-1",NA,NA,"8","1",1,1,"1","2","-1",1,1,1,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,4,2,4,2,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2392423
"1404",2392425,928.892032477331,"Spain","ES",10.7,"2021-05-07","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",65,"08016","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,1,0,1,1,2,1,1,2,2,1,1,2,2,-1,2,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2392425
"1405",2392428,3139.03558131725,"Spain","ES",7.76666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",60,"08026","7","-1",NA,NA,"7","1",3,3,"5","-1","4",0,1,0,0,2,2,1,1,2,1,2,0,0,-1,-1,2,2,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,2,4,4,4,4,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,3,2392428
"1406",2392431,10153.679463511,"Spain","ES",7.3,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",59,"21006","1","1",NA,"21006","3","1",3,3,"3","-1","4",2,0,1,0,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2392431
"1407",2392437,15657.5933565896,"Spain","ES",7.11666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",79,"31620","7","-1",NA,NA,"6","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,3,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2392437
"1408",2392441,1834.66553417597,"Spain","ES",16.9166666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",38,"46007","1","1",NA,"46440","7","1",2,2,"2","-1","4",1,1,2,1,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2392441
"1409",2392442,2292.29280555075,"Spain","ES",8.91666666666667,"2021-05-08","CAWI","Spanish","1","0","0","0","1","0","2","2",43,"30009","1","1",NA,"30005","6","1",3,3,"3","-1","4",2,1,3,0,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2392442
"1410",2392443,8472.74199901709,"Spain","ES",7.86666666666667,"2021-05-08","CAWI","Spanish","1","0","0","0","1","0","1","1",17,"30006","5","2","30010",NA,"3","-1",4,4,"4","-1","4",3,0,1,0,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,3,4,3,3,3,1,3,2,2,1,1,0,0,0,2,-1,1,3,-1,-1,-1,3,1,2392443
"1411",2392445,1514.89544127846,"Spain","ES",6.83333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",53,"39300","7","-1",NA,NA,"8","1",2,2,"2","-1","4",2,1,2,0,1,2,1,1,1,1,2,1,1,2,-1,2,2,2,2,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,2,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2392445
"1412",2392448,63525.4456104448,"Spain","ES",8.7,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",79,"08172","7","-1",NA,NA,"1","2",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,1,1,0,0,-1,-1,-1,-1,-1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,4,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,5,2392448
"1413",2392454,2435.78240095996,"Spain","ES",19.4833333333333,"2021-05-08","CAWI","Spanish","1","0","0","1","0","0","-1","2",54,"33600","1","1",NA,"33011","8","1",3,2,"3","-1","4",1,0,0,0,2,2,2,2,2,2,2,99999997,99999997,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,5,2392454
"1414",2392455,13760.4492466896,"Spain","ES",8.11666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",64,"08011","7","-1",NA,NA,"1","1",2,2,"4","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,2,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2392455
"1415",2392457,2264.55808878847,"Spain","ES",10.6666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",70,"28100","4","-1",NA,NA,"7","2",3,3,"5","-1","4",0,0,0,0,1,2,1,1,1,1,1,0,1,2,-1,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,4,4,1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,6,2392457
"1416",2392458,720.310284196782,"Spain","ES",10.9,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",67,"28221","7","-1",NA,NA,"8","1",2,2,"2","-1","4",2,0,2,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,1,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2392458
"1417",2392459,3454.02619451796,"Spain","ES",4.15,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",65,"49010","3","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,0,0,1,1,1,1,1,2,2,1,1,2,2,2,2,2,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,4,4,1,1,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2392459
"1418",2392460,2530.68468496952,"Spain","ES",6,"2021-05-08","CAWI","Spanish","1","0","0","1","1","0","2","1",56,"28231","1","1",NA,"28008","8","1",4,3,"3","-1","4",1,0,1,0,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2392460
"1419",2392461,2070.20726491507,"Spain","ES",8.21666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",70,"46006","7","-1",NA,NA,"8","2",2,2,"2","-1","4",0,0,1,1,1,2,2,1,1,2,1,1,1,2,-1,-1,2,2,-1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,4,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2392461
"1420",2392462,9681.51301895955,"Spain","ES",7.98333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",54,"08080","1","1",NA,"08080","1","1",3,3,"3","-1","4",1,0,0,0,2,2,2,2,2,2,2,99999997,99999997,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2392462
"1421",2392464,1575.30320300198,"Spain","ES",8.85,"2021-05-08","CAWI","Spanish","1","0","0","1","0","0","-1","2",15,"31500","1","1",NA,"31500","5","-1",3,3,"3","-1","4",2,0,2,0,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,4,4,4,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2392464
"1422",2392465,1829.74109553931,"Spain","ES",12.4333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",66,"30880","2","2",NA,"30880","6","2",2,2,"5","-1","4",0,0,2,0,2,2,2,1,2,2,2,0,0,2,1,2,2,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,3,4,3,4,4,2,2,1,2,2,2,2,0,0,1,0,2,-1,-1,4,-1,-1,-1,-1,6,2392465
"1423",2392467,1845.72751024893,"Spain","ES",7.91666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",54,"28034","1","1",NA,"28050","6","1",2,2,"2","-1","4",2,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,1,1,1,2,1,2,1,1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,5,5,5,2392467
"1424",2392468,11787.0046748859,"Spain","ES",7.83333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",56,"28223","2","2",NA,"28223","3","1",2,2,"5","-1","4",2,0,0,0,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,1,1,1,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2392468
"1425",2392469,32816.6084898266,"Spain","ES",6.3,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",67,"25716","4","-1",NA,NA,"2","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,1,1,3,4,4,4,1,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2392469
"1426",2392470,1982.79864075144,"Spain","ES",7.66666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",67,"08027","3","-1",NA,NA,"6","2",5,4,"3","-1","4",1,1,2,0,1,1,1,1,1,2,2,0,0,2,2,2,2,2,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,2,2,2,2,3,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2392470
"1427",2392471,11637.7736494318,"Spain","ES",5.71666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",70,"30880","7","-1",NA,NA,"3","2",5,4,"3","-1","4",0,0,0,0,1,1,1,1,1,2,2,1,2,2,2,2,2,2,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,4,4,4,4,2,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2392471
"1428",2392475,2070.20726491507,"Spain","ES",5.95,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",70,"29012","7","-1",NA,NA,"7","2",2,2,"2","-1","4",0,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2392475
"1429",2392480,2591.73512602673,"Spain","ES",15.4833333333333,"2021-05-08","CAWI","Spanish","1","0","1","1","0","0","-1","2",45,"29014","2","1",NA,"29014","8","1",4,2,"3","-1","4",1,1,1,1,2,2,2,2,2,1,1,0,0,1,1,1,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2392480
"1430",2392481,3876.93880772207,"Spain","ES",5.88333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",56,"15883","4","-1",NA,NA,"6","1",4,4,"3","-1","4",2,0,1,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,2,3,4,4,4,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2392481
"1431",2392485,1935.74346069164,"Spain","ES",9.36666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",59,"28222","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,4,4,4,3,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2392485
"1432",2392487,9681.51301895955,"Spain","ES",8.2,"2021-05-08","CAWI","Spanish","1","0","1","0","0","0","-1","2",52,"47002","1","1",NA,"47002","3","1",3,2,"3","-1","2",1,0,0,0,2,2,2,2,2,1,2,0,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,2,2392487
"1433",2392489,720.310284196782,"Spain","ES",8.81666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",68,"08025","7","-1",NA,NA,"7","1",2,2,"2","-1","4",0,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,4,-1,-1,5,2392489
"1434",2392490,2688.85313323041,"Spain","ES",7.41666666666667,"2021-05-08","CAWI","Spanish","1","0","1","0","0","0","-1","2",56,"08018","1","1",NA,"08210","7","1",3,1,"3","-1","4",2,0,0,0,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,3,2,2,2,2,2,1,2,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2392490
"1435",2392491,2019.0042001447,"Spain","ES",8.53333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",51,"37005","3","-1",NA,NA,"6","1",3,3,"3","-1","4",1,0,3,1,2,1,1,2,2,1,2,0,0,-1,2,2,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,2,2,2,2,2,4,2,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,4,2392491
"1436",2392492,787.932932204379,"Spain","ES",8.71666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",69,"15006","7","-1",NA,NA,"7","1",3,3,"3","-1","4",1,0,2,0,1,2,2,2,2,2,2,3,3,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,3,4,2,4,1,1,1,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2392492
"1437",2392495,13931.1432127287,"Spain","ES",5.66666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",56,"21007","7","-1",NA,NA,"2","1",1,1,"1","2","-1",1,0,0,0,1,1,1,1,1,1,1,-1,-1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,4,4,1,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2392495
"1438",2392497,6671.08815455593,"Spain","ES",18.1,"2021-05-08","CAWI","Spanish","1","0","0","0","1","0","1","1",17,"44550","5","1","50700",NA,"5","-1",3,1,"4","-1","4",1,0,2,0,2,2,2,2,2,2,2,0,0,1,1,1,1,1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,0,0,0,2,-1,-1,1,-1,-1,-1,-1,1,2392497
"1439",2392498,44793.928009231,"Spain","ES",7.93333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",72,"45512","7","-1",NA,NA,"2","2",2,2,"2","-1","4",1,0,0,0,1,2,2,1,1,1,1,0,0,2,-1,-1,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,4,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2392498
"1440",2392499,33294.8997924222,"Spain","ES",7.5,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",72,"07430","7","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,4,4,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2392499
"1441",2392500,8901.83766183755,"Spain","ES",6.95,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",72,"08720","7","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,1,2,1,0,-1,-1,-1,-1,-1,2,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,4,4,2,2,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2392500
"1442",2392501,2070.20726491507,"Spain","ES",9.18333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",71,"28005","7","-1",NA,NA,"6","1",2,2,"2","-1","4",0,0,0,0,2,2,2,2,2,2,2,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,3,4,4,4,4,1,1,1,1,2,2,2,0,0,1,0,2,2,-1,4,4,-1,-1,-1,3,2392501
"1443",2392504,2001.51698263033,"Spain","ES",8.28333333333333,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",65,"33180","3","-1",NA,NA,"6","1",3,3,"3","-1","2",1,0,1,0,1,2,2,1,1,2,1,2,1,2,-1,-1,2,2,-1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,2,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2392504
"1444",2392505,8552.72777171722,"Spain","ES",18.7833333333333,"2021-05-08","CAWI","Spanish","1","0","0","0","1","0","1","1",17,"45112","2","1",NA,"45112","3","-1",3,1,"3","-1","4",1,0,3,1,1,2,1,1,2,2,1,3,3,2,1,2,2,2,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,2,3,4,2,4,2,2,1,1,2,1,-1,-1,-1,-1,-1,1,1,-1,-1,4,-1,2,6,2392505
"1445",2392507,1829.74109553931,"Spain","ES",6.35,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",68,"48003","7","-1",NA,NA,"8","1",2,2,"2","-1","4",1,1,2,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,3,2,2,3,3,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2392507
"1446",2392508,7272.67847522326,"Spain","ES",8.65,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","2",65,"31006","4","-1",NA,NA,"1","2",2,2,"2","-1","2",1,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2392508
"1447",2392509,7553.88149642249,"Spain","ES",5.83333333333333,"2021-05-08","CAWI","Spanish","1","0","0","0","1","0","1","2",16,"28816","5","1","28805",NA,"3","-1",3,1,"3","-1","2",1,0,1,0,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,1,1,4,4,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2392509
"1448",2392510,14195.7319733434,"Spain","ES",7.1,"2021-05-08","CAWI","Spanish","1","0","0","1","0","0","-1","2",37,"18600","1","1",NA,"18600","3","1",4,1,"4","-1","2",1,1,1,0,2,2,2,2,2,1,2,0,0,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2392510
"1449",2392511,11016.2128352223,"Spain","ES",13.8,"2021-05-08","CAWI","Spanish","1","0","1","1","0","0","-1","1",46,"46940","1","1",NA,"46020","4","1",4,3,"3","-1","4",2,1,2,2,2,2,2,2,2,1,2,0,0,1,1,1,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3,3,3,3,1,2,1,2,2,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,4,2,2392511
"1450",2392513,2413.00277524635,"Spain","ES",7.65,"2021-05-08","CAWI","Spanish","1","0","1","1","0","0","-1","2",50,"28050","1","1",NA,"28009","6","1",5,2,"3","-1","4",1,1,1,0,1,1,1,1,1,1,1,5,5,2,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,2,2,2,4,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2392513
"1451",2392514,2117.47083783346,"Spain","ES",7.71666666666667,"2021-05-08","CAWI","Spanish","2","-1","-1","-1","-1","-1","-1","1",57,"28224","1","1",NA,"28224","7","1",3,3,"3","-1","4",3,0,0,0,1,2,1,2,1,2,2,0,0,2,1,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,4,4,1,1,4,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,2392514
